Código,Nome,Enderezo,Concello,Provincia,Cód. postal,Teléfono,Tipo de centro,COORDENADA_X,COORDENADA_Y,TITULARIDADE,ENSINO_CONCERTADO,DEPENDENTE
27000010,CEIP Aquilino Iglesia Alvariño,Praza do Concello s/n,Abadín,Lugo,27730,982870044,CEIP,43.363884,-7.4753647,Pública,Non,Si
27000198,CEIP Plurilingüe de Antas de Ulla,Rúa Miguel Ángel Blanco s/n,Antas de Ulla,Lugo,27570,982829210,CEIP,42.78469,-7.8900986,Pública,Non,Si
27000319,CEIP Plurilingüe Concepción López Rey,"Rúa Doutor Nogueira, s/n (O Cadavo)",Baleira,Lugo,27130,982870067,CEIP,43.013546,-7.2467546,Pública,Non,Si
27000541,CEIP San Miguel de Reinante Barreiros,O Souto s/n,Barreiros,Lugo,27793,982870085,CEIP,43.54314,-7.1920376,Pública,Non,Si
27000617,CFEA Alta Montaña,Paraxe Penamaior s/n,Becerreá,Lugo,27695,982828367,CFEA,42.863113,-7.18648,Pública,Non,Non
27000629,CEIP San Xoán,Rúa Castelo s/n,Becerreá,Lugo,27640,982828162,CEIP,42.859505,-7.1652856,Pública,Non,Si
27000897,CEIP Virxe do Corpiño,Rúa Igrexa,Begonte,Lugo,27373,982870089,CEIP,43.14884,-7.678596,Pública,Non,Si
27001087,CEIP Rosalía de Castro,Casas Novas,Bóveda,Lugo,27340,982870095,CEIP,42.629284,-7.4793634,Pública,Non,Si
27001269,ESMU Municipal de Guitiriz,Rúa Ferrol s/n,Guitiriz,Lugo,27300,982370109,ESMU,43.181458,-7.901848,Pública,Non,Non
27001440,CEIP Xosé Luís Taboada,A Barrela,Carballedo,Lugo,27520,982870140,CEIP,42.536476,-7.8115315,Pública,Non,Si
27001609,CEIP Ramón Falcón,Avenida Alcalde Emilio Sinde Nieto s/n,Castro de Rei,Lugo,27250,982870170,CEIP,43.205887,-7.3952084,Pública,Non,Si
27001816,CEIP Veleiro-Docampo,Avenida da Terra Cha (Castro Ribeiras de Lea),Castro de Rei,Lugo,27260,982828125,CEIP,43.14835,-7.490112,Pública,Non,Si
27002249,CPI Plurilingüe de Castroverde,Rúa dos Nenos s/n,Castroverde,Lugo,27120,982870175,CPI,43.03091,-7.3233757,Pública,Non,Si
27002353,CPI de Cervantes,Rúa dos Colexios s/n,Cervantes,Lugo,27664,982828940,CPI,42.86857,-7.06284,Pública,Non,Si
27002584,CEIP Plurilingüe Virxe do Carme,"Rúa das Escolas, s/n (Os Castros)",Burela,Lugo,27880,982870120,CEIP,43.66657,-7.361934,Pública,Non,Si
27002997,CPI Plurilingüe Virxe do Monte,Feira do Monte,Cospeito,Lugo,27377,982870262,CPI,43.234467,-7.559307,Pública,Non,Si
27003126,CEIP Xoán de Requeixo,Rúa Uxío Novoneyra s/n,Chantada,Lugo,27500,982828138,CEIP,42.61248,-7.7744727,Pública,Non,Si
27003151,IES Lama das Quendas,Rúa Uxío Novoneyra,Chantada,Lugo,27500,982870223,IES,42.61254,-7.7757883,Pública,Non,Si
27003175,IES Val do Asma,Avenida de Monforte s/n,Chantada,Lugo,27500,982870236,IES,42.607967,-7.7576566,Pública,Non,Si
27003655,CPI Poeta Uxío Novoneyra,Seoane,Folgoso do Courel,Lugo,27324,982828168,CPI,42.635918,-7.1543097,Pública,Non,Si
27003850,CEIP Plurilingüe Santa María,Rúa Enrique Saavedra s/n,A Fonsagrada,Lugo,27100,982828173,CEIP,43.1315,-7.0668483,Pública,Non,Si
27004428,CEIP Plurilingüe de Foz nº 1,Rúa Salvador de Madariaga s/n,Foz,Lugo,27780,982870322,CEIP,43.569035,-7.2562175,Pública,Non,Si
27004453,CPR Plurilingüe Martínez Otero,Rúa Alcalde Maañon 12,Foz,Lugo,27780,982140028,CPR,43.566593,-7.2585993,Privada,Si,Non
27004465,CPR Plurilingüe Nuestra Señora del Pilar,Rúa Virgen del Pilar 27,Foz,Lugo,27780,982140196,CPR,43.568848,-7.2600155,Privada,Si,Non
27004519,CEIP Fondo Nois,"Rúa Nois, 2 (Fondo de Nois)",Foz,Lugo,27893,982870331,CEIP,43.619087,-7.3207192,Pública,Non,Si
27004635,CPI Dr. López Suárez,Praza de España s/n,Friol,Lugo,27220,982828180,CPI,43.02973,-7.7901864,Pública,Non,Si
27005020,CEIP Plurilingüe Lagostelle,"Rúa O Ferrol, s/n (Guitiriz)",Guitiriz,Lugo,27300,982870356,CEIP,43.18145,-7.901809,Pública,Non,Si
27005056,CEIP Plurilingüe Santo Estevo de Parga,Rúa CERRADURA s/n,Guitiriz,Lugo,27305,982870352,CEIP,43.16211,-7.8412127,Pública,Non,Si
27005263,CEIP Plurilingüe de Lousada,Lousada,Guntín,Lugo,27185,982870366,CEIP,42.896038,-7.5897994,Pública,Non,Si
27005469,CEIP Ricardo Gasset,"Est. de Foilebar, s/n (A Cruz do Incio)",O Incio,Lugo,27346,982870605,CEIP,42.65747,-7.3593736,Pública,Non,Si
27005691,CEIP Plurilingüe Pedro Caselles Rollán,Rúa Agramonte 23,Xove,Lugo,27870,982870985,CEIP,43.685764,-7.5044456,Pública,Non,Si
27005913,CPI Ramón Piñeiro,"Praza dos Reis, s/n (A Pobra de San Xiao)",Láncara,Lugo,27360,982870370,CPI,42.863792,-7.443657,Pública,Non,Si
27006000,CEIP Juan Rey,Campo do Tremoal s/n,Lourenzá,Lugo,27760,982870383,CEIP,43.468716,-7.296676,Pública,Non,Si
27006048,CEIP Manuel Mallo Mallo,Campo da Feira (Nadela),Lugo,Lugo,27160,982870456,CEIP,42.970898,-7.5036945,Pública,Non,Si
27006164,CEIP Albeiros,Rúa Garaballa de Arriba 9,Lugo,Lugo,27003,982870463,CEIP,43.030296,-7.563497,Pública,Non,Si
27006218,CPR Plurilingüe Cervantes,Camiño DE PIPIN 25,Lugo,Lugo,27004,982218711,CPR,43.022064,-7.565994,Privada,Si,Non
27006231,CPR Plurilingüe Divina Pastora,Praza da Milagrosa 10,Lugo,Lugo,27003,982214957,CPR,43.019318,-7.5649133,Privada,Si,Non
27006243,CPR María Auxiliadora,Avenida RAMÓN FERREIRO 30,Lugo,Lugo,27002,982284369,CPR,43.002914,-7.5525,Privada,Si,Non
27006255,CPR Plurilingüe Divino Maestro,Rúa Portugal 45,Lugo,Lugo,27004,982216844,CPR,43.01495,-7.567338,Privada,Si,Non
27006279,CPR Fingoi,Avenida Aviacion Española 37,Lugo,Lugo,27002,982221630,CPR,42.99823,-7.553964,Privada,Non,Non
27006280,CPR Plurilingüe Padres Franciscanos,Praza Maior 26,Lugo,Lugo,27001,982227107,CPR,43.00942,-7.556314,Privada,Si,Non
27006292,CEIP As Gándaras,Rúa VIRXE DA SOIDADE s/n,Lugo,Lugo,27003,982870504,CEIP,43.02687,-7.55142,Pública,Non,Si
27006322,CPR Plurilingüe La Inmaculada,Rúa Angel Lopez Perez 2,Lugo,Lugo,27002,982280392,CPR,43.008244,-7.555199,Privada,Si,Non
27006334,CEIP das Mercedes,Rúa Camiño de Montiron 28,Lugo,Lugo,27002,982829203,CEIP,43.002575,-7.5484657,Pública,Non,Si
27006358,CPR Plurilingüe La Milagrosa,Praza de Ferrol 21,Lugo,Lugo,27001,982242010,CPR,43.013874,-7.5576763,Privada,Si,Non
27006371,CEIP Anexa,Avenida Ramon Ferreiro 6,Lugo,Lugo,27002,982870440,CEIP,43.00558,-7.555686,Pública,Non,Si
27006383,CEIP A Ponte,Paseo de Alvaro Cunqueiro,Lugo,Lugo,27004,982828569,CEIP,42.999214,-7.5615034,Pública,Non,Si
27006395,CEIP Benigno Quiroga Ballesteros,Rúa Bolaño Rivadeneira s/n,Lugo,Lugo,27001,982828190,CEIP,43.01338,-7.558646,Pública,Non,Si
27006401,CEIP Sagrado Corazón,Rúa Poligono Sagrado Corazon s/n,Lugo,Lugo,27003,982870467,CEIP,43.0169,-7.5499034,Pública,Non,Si
27006425,CPR Seminario Diocesano Sagrado Corazón,Rúa Anxo López Pérez s/n,Lugo,Lugo,27002,982220100,CPR,43.007355,-7.5553093,Privada,Non,Non
27006437,CPR Plurilingüe San José,Rúa Santiago 2,Lugo,Lugo,27004,982221501,CPR,43.008373,-7.5598974,Privada,Si,Non
27006449,CEIP Rosalía de Castro,Rúa Cambria s/n,Lugo,Lugo,27002,982870390,CEIP,43.00411,-7.552286,Pública,Non,Si
27006516,CIFP Politécnico de Lugo,Rúa Armando Duran 3,Lugo,Lugo,27002,982220328,CIFP,43.004875,-7.5583577,Pública,Non,Si
27006528,CIFP As Mercedes,Avenida de Madrid 75,Lugo,Lugo,27002,982828001,CIFP,42.998745,-7.5461054,Pública,Non,Si
27006531,IES Lucus Augusti,Avenida Rodriguez Mourelo s/n,Lugo,Lugo,27002,982828020,IES,43.006607,-7.55677,Pública,Non,Si
27006541,IES Nosa Sra. dos Ollos Grandes,Avenida Ramón Ferreiro s/n,Lugo,Lugo,27002,982870003,IES,43.006317,-7.5562654,Pública,Non,Si
27006553,IES Xoán Montes,Rúa Montevideo,Lugo,Lugo,27001,982870407,IES,43.012047,-7.5619087,Pública,Non,Si
27006589,EASD Ramón Falcón,PASEO dos Estudantes s/n,Lugo,Lugo,27002,982220792,EASD,42.9983,-7.5427527,Pública,Non,Si
27006735,CEIP Plurilingüe Poeta Avelino Díaz,Rúa Federico González López s/nº,Meira,Lugo,27240,982870535,CEIP,43.214363,-7.296145,Pública,Non,Si
27006954,CEIP Álvaro Cunqueiro Mora,Avenida Buenos Aires s/n,Mondoñedo,Lugo,27740,982870553,CEIP,43.431076,-7.3589087,Pública,Non,Si
27006966,IES Plurilingüe San Rosendo,Avenida As San Lucas 33,Mondoñedo,Lugo,27740,982870539,IES,43.428066,-7.368296,Pública,Non,Si
27007132,ESMU Municipal de Chantada,Praza de Galicia 1,Chantada,Lugo,27500,982440011,ESMU,42.60955,-7.7685227,Pública,Non,Non
27007211,CPR Plurilingüe Fundación Educativa Torre de Lemos,Rúa Santo Domingo s/n,Monforte de Lemos,Lugo,27400,982400350,CPR,42.52391,-7.51276,Privada,Si,Non
27007223,CPR Padres Escolapios,Campo de la Compañia 50,Monforte de Lemos,Lugo,27400,982400450,CPR,42.51848,-7.516418,Privada,Si,Non
27007235,CPR Ferroviario,Rúa A Coruña 14,Monforte de Lemos,Lugo,27400,982400780,CPR,42.529087,-7.50665,Privada,Si,Non
27007247,IES Francisco Daviña Rey,Rúa Doutor Casares 63-67,Monforte de Lemos,Lugo,27400,982828200,IES,42.52503,-7.511977,Pública,Non,Si
27007259,IES Río Cabe,Rúa San Pedro s/n,Monforte de Lemos,Lugo,27400,982828034,IES,42.52623,-7.507897,Pública,Non,Si
27007260,CFEA de Monforte de Lemos,Rúa Alfredo Brañas s/n,Monforte de Lemos,Lugo,27400,982889103,CFEA,42.5078,-7.498502,Pública,Non,Non
27007788,CPI Plurilingüe de Navia de Suarna,Rúa Pallarón s/n,Navia de Suarna,Lugo,27650,982870601,CPI,42.966137,-7.0029955,Pública,Non,Si
27007892,CEIP de Negueira de Muñiz,Negueira s/n,Negueira de Muñiz,Lugo,27113,982353337,CEIP,43.13462,-6.8938355,Pública,Non,Si
27007958,CPI Luís Díaz Moreno,Estrada de Aranza s/n,Baralla,Lugo,27680,982870071,CPI,42.892044,-7.2563624,Pública,Non,Si
27008148,CEIP das Nogais,Rúa San Andres s/n,As Nogais,Lugo,27677,982870062,CEIP,42.810356,-7.107368,Pública,Non,Si
27008513,CEIP Laverde Ruíz,Estrada Nacional VI,Outeiro de Rei,Lugo,27150,982828931,CEIP,43.105343,-7.6140146,Pública,Non,Si
27009050,CEIP Plurilingüe Monte Baliño,Estrada de Escairon s/n,Pantón,Lugo,27430,982828215,CEIP,42.510216,-7.634238,Pública,Non,Si
27009347,CEIP Plurilingüe San Miguel,Rúa da Veiga 6,Paradela,Lugo,27611,982870631,CEIP,42.763153,-7.5631394,Pública,Non,Si
27009463,CEIP de Bretoña,A Igrexa,A Pastoriza,Lugo,27746,982870030,CEIP,43.340168,-7.314695,Pública,Non,Si
